timestamp,pool_id,load1,load5,load15,available,total,status
1769202305,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202305,cammy-foxhop-net,0.64,0.93,5.51,310,311,healthy
1769202310,ai-foxhop-net,1.81,1.52,3.48,64,66,healthy
1769202310,cammy-foxhop-net,1.71,1.15,5.56,308,312,healthy
1769202316,ai-foxhop-net,1.99,1.56,3.49,64,66,healthy
1769202316,cammy-foxhop-net,2.86,1.4,5.61,306,312,healthy
1769202321,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202321,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202331,ai-foxhop-net,4.34,2.12,3.64,60,64,healthy
1769202331,cammy-foxhop-net,10.61,3.18,6.13,304,311,healthy
1769202337,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202337,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202348,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202348,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202358,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202358,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202366,ai-foxhop-net,3.91,2.35,3.66,64,64,healthy
1769202366,cammy-foxhop-net,24.04,7.71,7.54,310,312,healthy
1769202374,ai-foxhop-net,3.83,2.36,3.65,58,64,healthy
1769202374,cammy-foxhop-net,22.36,7.64,7.51,308,313,healthy
1769202380,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202380,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202390,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202390,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202396,ai-foxhop-net,7.46,3.39,3.96,63,63,healthy
1769202396,cammy-foxhop-net,33.64,11.64,8.85,298,311,healthy
1769202404,ai-foxhop-net,7.19,3.4,3.96,64,64,healthy
1769202404,cammy-foxhop-net,32.31,11.73,8.9,303,311,healthy
1769202410,ai-foxhop-net,6.85,3.4,3.96,57,65,healthy
1769202410,cammy-foxhop-net,31.32,11.87,8.96,296,311,healthy
1769202418,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202418,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202428,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202428,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202439,ai-foxhop-net,10.0,4.81,4.43,63,63,healthy
1769202439,cammy-foxhop-net,39.14,16.18,10.52,299,308,healthy
1769202448,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202448,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202457,ai-foxhop-net,9.11,4.87,4.45,62,64,healthy
1769202457,cammy-foxhop-net,33.9,16.14,10.6,300,309,healthy
1769202462,ai-foxhop-net,8.94,4.9,4.47,62,64,healthy
1769202462,cammy-foxhop-net,32.55,16.15,10.63,300,308,healthy
1769202468,ai-foxhop-net,10.63,5.32,4.6,62,64,healthy
1769202468,cammy-foxhop-net,32.34,16.38,10.74,299,308,healthy
1769202473,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202473,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202484,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202484,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202492,ai-foxhop-net,7.82,5.07,4.54,62,64,healthy
1769202492,cammy-foxhop-net,32.48,17.69,11.32,302,308,healthy
1769202499,ai-foxhop-net,7.35,5.02,4.53,61,65,healthy
1769202499,cammy-foxhop-net,30.44,17.51,11.29,303,309,healthy
1769202505,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202505,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202515,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202515,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202526,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202526,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202536,ai-foxhop-net,6.41,5.15,4.59,63,65,healthy
1769202536,cammy-foxhop-net,33.53,19.54,12.19,299,309,healthy
1769202542,ai-foxhop-net,7.09,5.33,4.66,63,66,healthy
1769202542,cammy-foxhop-net,29.93,19.24,12.17,302,309,healthy
1769202547,ai-foxhop-net,9.0,5.75,4.8,52,64,healthy
1769202547,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202558,ai-foxhop-net,12.43,6.59,5.08,58,65,healthy
1769202558,cammy-foxhop-net,42.4,22.8,13.5,293,312,healthy
1769202565,ai-foxhop-net,11.59,6.51,5.06,59,65,healthy
1769202565,cammy-foxhop-net,42.4,22.8,13.5,294,308,healthy
1769202571,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202571,cammy-foxhop-net,43.09,23.27,13.7,295,308,healthy
1769202576,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202576,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202585,ai-foxhop-net,10.57,6.63,5.14,63,67,healthy
1769202585,cammy-foxhop-net,40.03,23.58,13.96,303,308,healthy
1769202591,ai-foxhop-net,11.97,6.99,5.26,52,64,healthy
1769202591,cammy-foxhop-net,37.7,23.37,13.94,298,310,healthy
1769202596,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202596,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202607,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202607,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202618,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202618,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202628,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202628,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202639,ai-foxhop-net,12.41,8.43,5.87,57,63,healthy
1769202639,cammy-foxhop-net,49.0,29.02,16.38,298,309,healthy
1769202644,ai-foxhop-net,14.16,8.93,6.06,46,60,healthy
1769202644,cammy-foxhop-net,43.05,28.41,16.32,300,309,healthy
1769202652,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202652,cammy-foxhop-net,41.61,28.36,16.36,300,309,healthy
1769202662,ai-foxhop-net,16.64,9.77,6.39,53,61,healthy
1769202662,cammy-foxhop-net,38.01,28.03,16.39,299,310,healthy
1769202668,ai-foxhop-net,16.67,9.89,6.44,47,64,healthy
1769202668,cammy-foxhop-net,37.77,28.14,16.49,293,311,healthy
1769202673,ai-foxhop-net,18.62,10.41,6.63,46,63,healthy
1769202673,cammy-foxhop-net,37.71,28.29,16.6,287,308,healthy
1769202679,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202679,cammy-foxhop-net,39.17,28.75,16.81,282,309,healthy
1769202690,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202690,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202700,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202700,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202711,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202711,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202722,ai-foxhop-net,12.26,10.16,6.76,49,65,healthy
1769202722,cammy-foxhop-net,41.07,31.17,18.22,295,302,healthy
1769202727,ai-foxhop-net,13.2,10.39,6.85,48,63,healthy
1769202727,cammy-foxhop-net,39.39,30.98,18.23,292,308,healthy
1769202735,ai-foxhop-net,14.07,10.61,6.94,54,63,healthy
1769202735,cammy-foxhop-net,42.96,31.86,18.58,291,306,healthy
1769202741,ai-foxhop-net,13.98,10.65,6.98,48,61,healthy
1769202741,cammy-foxhop-net,43.04,32.06,18.72,290,307,healthy
1769202747,ai-foxhop-net,19.42,11.92,7.43,41,60,healthy
1769202747,cammy-foxhop-net,44.51,32.74,19.08,274,301,healthy
1769202752,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202752,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202763,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202763,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202773,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202773,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202784,ai-foxhop-net,15.93,12.28,7.76,55,71,healthy
1769202784,cammy-foxhop-net,53.86,37.06,21.14,271,296,healthy
1769202791,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202791,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202802,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202802,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202812,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202812,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202823,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202823,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202833,ai-foxhop-net,null,null,null,0,0,unhealthy
1769202833,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769202844,ai-foxhop-net,9.94,11.46,7.75,59,68,healthy
1769202844,cammy-foxhop-net,56.61,40.75,23.32,289,302,healthy
