timestamp,load1,load5,load15,mem_used_gb,mem_avail_gb,mem_pct,available,allocated,spawning,latency_ms,http_code
1770574766,0,0,0,0,0,0,0,0,0,289,200
1770574771,0,0,0,0,0,0,0,0,0,172,200
1770574777,0,0,0,0,0,0,0,0,0,265,200
1770574783,0,0,0,0,0,0,0,0,0,245,200
1770574788,0,0,0,0,0,0,0,0,0,196,200
1770574794,0,0,0,0,0,0,0,0,0,273,200
1770574800,0,0,0,0,0,0,0,0,0,415,200
1770574806,0,0,0,0,0,0,0,0,0,340,200
1770574811,0,0,0,0,0,0,0,0,0,306,200
1770574817,0,0,0,0,0,0,0,0,0,164,200
1770574823,0,0,0,0,0,0,0,0,0,121,200
1770574828,0,0,0,0,0,0,0,0,0,162,200
1770574834,0,0,0,0,0,0,0,0,0,204,200
1770574840,0,0,0,0,0,0,0,0,0,390,200
1770574846,0,0,0,0,0,0,0,0,0,281,200
1770574851,0,0,0,0,0,0,0,0,0,403,200
1770574858,0,0,0,0,0,0,0,0,0,303,200
1770574864,0,0,0,0,0,0,0,0,0,194,200
1770574870,0,0,0,0,0,0,0,0,0,115,200
1770574877,0,0,0,0,0,0,0,0,0,166,200
1770574882,0,0,0,0,0,0,0,0,0,172,200
1770574888,0,0,0,0,0,0,0,0,0,115,200
1770574893,0,0,0,0,0,0,0,0,0,167,200
1770574898,0,0,0,0,0,0,0,0,0,152,200
1770574904,0,0,0,0,0,0,0,0,0,164,200
1770574909,0,0,0,0,0,0,0,0,0,128,200
1770574914,0,0,0,0,0,0,0,0,0,166,200
1770574920,0,0,0,0,0,0,0,0,0,153,200
1770574925,0,0,0,0,0,0,0,0,0,155,200
1770574931,0,0,0,0,0,0,0,0,0,208,200
1770574936,0,0,0,0,0,0,0,0,0,209,200
1770574942,0,0,0,0,0,0,0,0,0,186,200
1770574947,0,0,0,0,0,0,0,0,0,286,200
1770574953,0,0,0,0,0,0,0,0,0,184,200
1770574958,0,0,0,0,0,0,0,0,0,142,200
1770574963,0,0,0,0,0,0,0,0,0,121,200
1770574969,0,0,0,0,0,0,0,0,0,168,200
1770574974,0,0,0,0,0,0,0,0,0,176,200
1770574980,0,0,0,0,0,0,0,0,0,195,200
1770574985,0,0,0,0,0,0,0,0,0,120,200
1770574990,0,0,0,0,0,0,0,0,0,412,200
1770574996,0,0,0,0,0,0,0,0,0,126,200
1770575002,0,0,0,0,0,0,0,0,0,132,200
1770575007,0,0,0,0,0,0,0,0,0,103,200
1770575012,0,0,0,0,0,0,0,0,0,333,200
1770575018,0,0,0,0,0,0,0,0,0,126,200
1770575024,0,0,0,0,0,0,0,0,0,118,200
1770575029,0,0,0,0,0,0,0,0,0,293,200
1770575034,0,0,0,0,0,0,0,0,0,393,200
1770575040,0,0,0,0,0,0,0,0,0,109,200
1770575046,0,0,0,0,0,0,0,0,0,1504,200
1770575053,0,0,0,0,0,0,0,0,0,439,200
1770575059,0,0,0,0,0,0,0,0,0,122,200
1770575064,0,0,0,0,0,0,0,0,0,108,200
1770575069,0,0,0,0,0,0,0,0,0,341,200
1770575075,0,0,0,0,0,0,0,0,0,181,200
1770575080,0,0,0,0,0,0,0,0,0,167,200
1770575086,0,0,0,0,0,0,0,0,0,115,200
1770575091,0,0,0,0,0,0,0,0,0,162,200
1770575097,0,0,0,0,0,0,0,0,0,232,200
1770575102,0,0,0,0,0,0,0,0,0,175,200
1770575108,0,0,0,0,0,0,0,0,0,176,200
1770575113,0,0,0,0,0,0,0,0,0,182,200
1770575119,0,0,0,0,0,0,0,0,0,169,200
1770575124,0,0,0,0,0,0,0,0,0,179,200
1770575129,0,0,0,0,0,0,0,0,0,103,200
1770575135,0,0,0,0,0,0,0,0,0,183,200
1770575140,0,0,0,0,0,0,0,0,0,157,200
1770575145,0,0,0,0,0,0,0,0,0,124,200
1770575151,0,0,0,0,0,0,0,0,0,164,200
1770575156,0,0,0,0,0,0,0,0,0,158,200
1770575162,0,0,0,0,0,0,0,0,0,184,200
1770575167,0,0,0,0,0,0,0,0,0,1294,200
1770575174,0,0,0,0,0,0,0,0,0,118,200
1770575179,0,0,0,0,0,0,0,0,0,324,200
1770575185,0,0,0,0,0,0,0,0,0,484,200
1770575191,0,0,0,0,0,0,0,0,0,285,200
1770575197,0,0,0,0,0,0,0,0,0,269,200
1770575202,0,0,0,0,0,0,0,0,0,323,200
1770575208,0,0,0,0,0,0,0,0,0,323,200
1770575214,0,0,0,0,0,0,0,0,0,143,200
1770575219,0,0,0,0,0,0,0,0,0,132,200
1770575225,0,0,0,0,0,0,0,0,0,105,200
1770575230,0,0,0,0,0,0,0,0,0,167,200
1770575235,0,0,0,0,0,0,0,0,0,418,200
1770575241,0,0,0,0,0,0,0,0,0,318,200
1770575247,0,0,0,0,0,0,0,0,0,392,200
1770575253,0,0,0,0,0,0,0,0,0,238,200
1770575259,0,0,0,0,0,0,0,0,0,288,200
1770575264,0,0,0,0,0,0,0,0,0,373,200
1770575270,0,0,0,0,0,0,0,0,0,105,200
1770575275,0,0,0,0,0,0,0,0,0,188,200
1770575281,0,0,0,0,0,0,0,0,0,109,200
1770575286,0,0,0,0,0,0,0,0,0,184,200
1770575292,0,0,0,0,0,0,0,0,0,151,200
1770575297,0,0,0,0,0,0,0,0,0,167,200
1770575303,0,0,0,0,0,0,0,0,0,168,200
1770575308,0,0,0,0,0,0,0,0,0,183,200
1770575314,0,0,0,0,0,0,0,0,0,184,200
1770575319,0,0,0,0,0,0,0,0,0,145,200
1770575324,0,0,0,0,0,0,0,0,0,155,200
1770575330,0,0,0,0,0,0,0,0,0,491,200
1770575336,0,0,0,0,0,0,0,0,0,360,200
1770575341,0,0,0,0,0,0,0,0,0,154,200
1770575347,0,0,0,0,0,0,0,0,0,106,200
1770575352,0,0,0,0,0,0,0,0,0,257,200
1770575357,0,0,0,0,0,0,0,0,0,307,200
1770575363,0,0,0,0,0,0,0,0,0,182,200
1770575369,0,0,0,0,0,0,0,0,0,380,200
1770575375,0,0,0,0,0,0,0,0,0,384,200
1770575381,0,0,0,0,0,0,0,0,0,181,200
1770575386,0,0,0,0,0,0,0,0,0,131,200
1770575391,0,0,0,0,0,0,0,0,0,212,200
1770575397,0,0,0,0,0,0,0,0,0,154,200
1770575402,0,0,0,0,0,0,0,0,0,178,200
1770575408,0,0,0,0,0,0,0,0,0,183,200
1770575413,0,0,0,0,0,0,0,0,0,179,200
1770575419,0,0,0,0,0,0,0,0,0,152,200
1770575425,0,0,0,0,0,0,0,0,0,177,200
1770575430,0,0,0,0,0,0,0,0,0,159,200
1770575435,0,0,0,0,0,0,0,0,0,142,200
1770575441,0,0,0,0,0,0,0,0,0,118,200
1770575446,0,0,0,0,0,0,0,0,0,154,200
1770575452,0,0,0,0,0,0,0,0,0,134,200
1770575457,0,0,0,0,0,0,0,0,0,174,200
1770575462,0,0,0,0,0,0,0,0,0,159,200
1770575468,0,0,0,0,0,0,0,0,0,267,200
1770575473,0,0,0,0,0,0,0,0,0,165,200
