timestamp,load1,load5,load15,mem_used_gb,mem_avail_gb,mem_pct,available,allocated,spawning,latency_ms,http_code
1769632399,0,0,0,0,0,0,0,0,0,111,200
1769632404,0,0,0,0,0,0,0,0,0,113,200
1769632410,0,0,0,0,0,0,0,0,0,173,200
1769632415,0,0,0,0,0,0,0,0,0,121,200
1769632421,0,0,0,0,0,0,0,0,0,402,200
1769632427,0,0,0,0,0,0,0,0,0,440,200
1769632433,0,0,0,0,0,0,0,0,0,370,200
1769632438,0,0,0,0,0,0,0,0,0,235,200
1769632444,0,0,0,0,0,0,0,0,0,129,200
1769632449,0,0,0,0,0,0,0,0,0,111,200
1769632455,0,0,0,0,0,0,0,0,0,147,200
1769632460,0,0,0,0,0,0,0,0,0,170,200
1769632466,0,0,0,0,0,0,0,0,0,168,200
1769632471,0,0,0,0,0,0,0,0,0,195,200
1769632476,0,0,0,0,0,0,0,0,0,178,200
1769632482,0,0,0,0,0,0,0,0,0,151,200
1769632487,0,0,0,0,0,0,0,0,0,176,200
1769632493,0,0,0,0,0,0,0,0,0,119,200
1769632498,0,0,0,0,0,0,0,0,0,188,200
1769632504,0,0,0,0,0,0,0,0,0,133,200
1769632509,0,0,0,0,0,0,0,0,0,137,200
1769632514,0,0,0,0,0,0,0,0,0,144,200
1769632520,0,0,0,0,0,0,0,0,0,881,200
1769632526,0,0,0,0,0,0,0,0,0,129,200
1769632531,0,0,0,0,0,0,0,0,0,110,200
1769632537,0,0,0,0,0,0,0,0,0,123,200
1769632542,0,0,0,0,0,0,0,0,0,116,200
1769632547,0,0,0,0,0,0,0,0,0,211,200
1769632553,0,0,0,0,0,0,0,0,0,129,200
1769632558,0,0,0,0,0,0,0,0,0,185,200
1769632564,0,0,0,0,0,0,0,0,0,160,200
1769632569,0,0,0,0,0,0,0,0,0,123,200
1769632574,0,0,0,0,0,0,0,0,0,127,200
1769632580,0,0,0,0,0,0,0,0,0,177,200
1769632585,0,0,0,0,0,0,0,0,0,135,200
1769632591,0,0,0,0,0,0,0,0,0,110,200
1769632596,0,0,0,0,0,0,0,0,0,164,200
1769632601,0,0,0,0,0,0,0,0,0,124,200
1769632607,0,0,0,0,0,0,0,0,0,177,200
1769632612,0,0,0,0,0,0,0,0,0,131,200
1769632617,0,0,0,0,0,0,0,0,0,173,200
1769632623,0,0,0,0,0,0,0,0,0,116,200
1769632628,0,0,0,0,0,0,0,0,0,125,200
1769632633,0,0,0,0,0,0,0,0,0,119,200
1769632639,0,0,0,0,0,0,0,0,0,354,200
1769632644,0,0,0,0,0,0,0,0,0,112,200
1769632650,0,0,0,0,0,0,0,0,0,116,200
1769632655,0,0,0,0,0,0,0,0,0,122,200
1769632660,0,0,0,0,0,0,0,0,0,125,200
1769632666,0,0,0,0,0,0,0,0,0,176,200
1769632671,0,0,0,0,0,0,0,0,0,116,200
1769632677,0,0,0,0,0,0,0,0,0,177,200
1769632682,0,0,0,0,0,0,0,0,0,131,200
1769632687,0,0,0,0,0,0,0,0,0,165,200
1769632693,0,0,0,0,0,0,0,0,0,114,200
1769632698,0,0,0,0,0,0,0,0,0,115,200
1769632704,0,0,0,0,0,0,0,0,0,132,200
1769632709,0,0,0,0,0,0,0,0,0,187,200
1769632715,0,0,0,0,0,0,0,0,0,173,200
1769632720,0,0,0,0,0,0,0,0,0,222,200
