timestamp,pool_id,load1,load5,load15,available,total,status
1769632399,ai-foxhop-net,2.92,4.0,4.14,85,85,healthy
1769632399,cammy-foxhop-net,41.44,38.73,28.42,302,307,healthy
1769632404,ai-foxhop-net,3.09,4.02,4.14,79,80,healthy
1769632404,cammy-foxhop-net,39.96,38.47,28.39,301,308,healthy
1769632410,ai-foxhop-net,2.84,3.95,4.12,79,79,healthy
1769632410,cammy-foxhop-net,37.64,38.02,28.29,301,307,healthy
1769632415,ai-foxhop-net,2.61,3.88,4.1,79,79,healthy
1769632415,cammy-foxhop-net,36.79,37.83,28.29,301,307,healthy
1769632421,ai-foxhop-net,2.4,3.82,4.07,79,79,healthy
1769632421,cammy-foxhop-net,35.12,37.47,28.22,302,307,healthy
1769632427,ai-foxhop-net,2.21,3.76,4.05,79,79,healthy
1769632427,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769632433,ai-foxhop-net,2.03,3.69,4.03,79,79,healthy
1769632433,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769632438,ai-foxhop-net,1.8,3.59,3.99,79,79,healthy
1769632438,cammy-foxhop-net,25.31,35.07,27.63,307,307,healthy
1769632444,ai-foxhop-net,1.82,3.56,3.98,79,79,healthy
1769632444,cammy-foxhop-net,23.28,34.49,27.48,307,307,healthy
1769632449,ai-foxhop-net,1.91,3.55,3.97,79,79,healthy
1769632449,cammy-foxhop-net,21.58,33.95,27.34,307,307,healthy
1769632455,ai-foxhop-net,1.76,3.49,3.95,79,79,healthy
1769632455,cammy-foxhop-net,20.17,33.45,27.22,307,307,healthy
1769632460,ai-foxhop-net,1.62,3.43,3.93,79,79,healthy
1769632460,cammy-foxhop-net,18.63,32.92,27.08,307,307,healthy
1769632466,ai-foxhop-net,1.49,3.38,3.91,79,79,healthy
1769632466,cammy-foxhop-net,17.3,32.4,26.94,307,307,healthy
1769632471,ai-foxhop-net,1.37,3.32,3.89,79,79,healthy
1769632471,cammy-foxhop-net,16.08,31.9,26.81,307,307,healthy
1769632476,ai-foxhop-net,1.16,3.21,3.85,78,79,healthy
1769632476,cammy-foxhop-net,13.6,30.85,26.52,307,307,healthy
1769632482,ai-foxhop-net,3.31,3.62,3.98,66,79,healthy
1769632482,cammy-foxhop-net,13.72,30.58,26.46,299,308,healthy
1769632487,ai-foxhop-net,3.31,3.62,3.98,66,79,healthy
