timestamp,pool_id,load1,load5,load15,available,total,status
1769180669,ai-foxhop-net,5.4,12.14,8.66,64,72,healthy
1769180669,cammy-foxhop-net,14.51,34.04,24.19,305,309,healthy
1769180675,ai-foxhop-net,4.97,11.93,8.62,58,68,healthy
1769180675,cammy-foxhop-net,16.23,34.07,24.25,302,311,healthy
1769180680,ai-foxhop-net,5.53,11.94,8.63,61,68,healthy
1769180680,cammy-foxhop-net,17.73,34.09,24.31,302,311,healthy
1769180685,ai-foxhop-net,5.09,11.74,8.59,61,68,healthy
1769180685,cammy-foxhop-net,17.27,33.72,24.24,304,311,healthy
1769180691,ai-foxhop-net,5.0,11.61,8.56,61,68,healthy
1769180691,cammy-foxhop-net,17.41,33.48,24.22,306,311,healthy
1769180696,ai-foxhop-net,4.6,11.42,8.52,61,68,healthy
1769180696,cammy-foxhop-net,16.18,32.95,24.1,308,311,healthy
1769180702,ai-foxhop-net,8.4,12.01,8.74,53,68,healthy
1769180702,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769180713,ai-foxhop-net,null,null,null,0,0,unhealthy
1769180713,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769180724,ai-foxhop-net,7.36,11.57,8.67,58,66,healthy
1769180724,cammy-foxhop-net,21.58,32.58,24.25,305,311,healthy
1769180733,ai-foxhop-net,8.05,11.57,8.7,59,68,healthy
1769180733,cammy-foxhop-net,21.61,32.23,24.22,307,312,healthy
1769180738,ai-foxhop-net,7.41,11.37,8.65,58,68,healthy
1769180738,cammy-foxhop-net,20.28,31.78,24.12,305,312,healthy
1769180744,ai-foxhop-net,null,null,null,0,0,unhealthy
1769180744,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769180754,ai-foxhop-net,null,null,null,0,0,unhealthy
1769180754,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769180765,ai-foxhop-net,6.0,10.73,8.51,57,66,healthy
1769180765,cammy-foxhop-net,26.72,32.41,24.54,301,309,healthy
1769180772,ai-foxhop-net,6.8,10.69,8.53,58,67,healthy
1769180772,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769180783,ai-foxhop-net,6.42,10.55,8.5,58,67,healthy
1769180783,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769180791,ai-foxhop-net,null,null,null,0,0,unhealthy
1769180791,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769180803,ai-foxhop-net,null,null,null,0,0,unhealthy
1769180803,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769180814,ai-foxhop-net,null,null,null,0,0,unhealthy
1769180814,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769180824,ai-foxhop-net,4.17,9.39,8.2,60,67,healthy
1769180824,cammy-foxhop-net,29.94,32.56,25.14,306,310,healthy
1769180831,ai-foxhop-net,3.84,9.24,8.16,60,67,healthy
1769180831,cammy-foxhop-net,28.34,32.19,25.06,305,310,healthy
1769180840,ai-foxhop-net,3.84,9.24,8.16,60,67,healthy
1769180840,cammy-foxhop-net,26.71,31.71,24.98,304,311,healthy
1769180846,ai-foxhop-net,5.03,9.24,8.18,62,67,healthy
1769180846,cammy-foxhop-net,26.97,31.68,25.01,305,310,healthy
1769180855,ai-foxhop-net,4.63,9.09,8.13,62,67,healthy
1769180855,cammy-foxhop-net,25.21,31.23,24.9,307,312,healthy
1769180860,ai-foxhop-net,null,null,null,0,0,unhealthy
1769180860,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769180871,ai-foxhop-net,null,null,null,0,0,unhealthy
1769180871,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769180881,ai-foxhop-net,null,null,null,0,0,unhealthy
1769180881,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769180892,ai-foxhop-net,6.35,9.1,8.19,54,65,healthy
1769180892,cammy-foxhop-net,35.35,32.99,25.75,294,305,healthy
1769180898,ai-foxhop-net,6.8,9.15,8.21,49,62,healthy
1769180898,cammy-foxhop-net,34.28,32.81,25.73,293,306,healthy
1769180903,ai-foxhop-net,null,null,null,0,0,unhealthy
1769180903,cammy-foxhop-net,34.74,32.93,25.81,290,303,healthy
1769180914,ai-foxhop-net,null,null,null,0,0,unhealthy
1769180914,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769180925,ai-foxhop-net,6.28,8.86,8.14,52,62,healthy
1769180925,cammy-foxhop-net,37.24,33.63,26.19,290,303,healthy
1769180930,ai-foxhop-net,6.42,8.85,8.14,52,62,healthy
1769180930,cammy-foxhop-net,34.98,33.22,26.1,295,305,healthy
1769180936,ai-foxhop-net,9.99,9.55,8.37,46,69,healthy
1769180936,cammy-foxhop-net,33.78,33.0,26.06,284,306,healthy
1769180945,ai-foxhop-net,null,null,null,0,0,unhealthy
1769180945,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769180956,ai-foxhop-net,null,null,null,0,0,unhealthy
1769180956,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769180966,ai-foxhop-net,null,null,null,0,0,unhealthy
1769180966,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769180977,ai-foxhop-net,null,null,null,0,0,unhealthy
1769180977,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769180982,ai-foxhop-net,9.64,9.74,8.51,53,63,healthy
1769180982,cammy-foxhop-net,70.18,45.02,30.63,293,306,healthy
1769180990,ai-foxhop-net,8.95,9.59,8.47,51,63,healthy
1769180990,cammy-foxhop-net,65.92,44.56,30.56,292,306,healthy
1769180995,ai-foxhop-net,11.12,10.03,8.62,49,62,healthy
1769180995,cammy-foxhop-net,63.3,44.7,30.76,288,305,healthy
1769181003,ai-foxhop-net,13.75,10.6,8.81,39,65,healthy
1769181003,cammy-foxhop-net,67.12,45.81,31.19,280,306,healthy
1769181014,ai-foxhop-net,null,null,null,0,0,unhealthy
1769181014,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769181024,ai-foxhop-net,null,null,null,0,0,unhealthy
1769181024,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769181035,ai-foxhop-net,null,null,null,0,0,unhealthy
1769181035,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769181042,ai-foxhop-net,13.78,11.22,9.11,49,58,healthy
1769181042,cammy-foxhop-net,54.3,45.34,31.66,292,307,healthy
1769181050,ai-foxhop-net,12.67,11.04,9.06,51,60,healthy
1769181050,cammy-foxhop-net,51.39,44.88,31.58,292,307,healthy
1769181055,ai-foxhop-net,12.3,11.02,9.08,51,60,healthy
1769181055,cammy-foxhop-net,51.6,45.23,31.91,289,308,healthy
1769181066,ai-foxhop-net,null,null,null,0,0,unhealthy
1769181066,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769181076,ai-foxhop-net,20.71,13.12,9.82,35,43,healthy
1769181076,cammy-foxhop-net,45.09,44.1,31.75,294,305,healthy
1769181085,ai-foxhop-net,null,null,null,0,0,unhealthy
1769181085,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769181092,ai-foxhop-net,28.04,15.01,10.49,30,56,healthy
1769181092,cammy-foxhop-net,38.97,42.76,31.51,290,308,healthy
1769181098,ai-foxhop-net,null,null,null,0,0,unhealthy
1769181098,cammy-foxhop-net,44.9,43.93,31.95,287,309,healthy
1769181109,ai-foxhop-net,null,null,null,0,0,unhealthy
1769181109,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769181119,ai-foxhop-net,null,null,null,0,0,unhealthy
1769181119,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769181130,ai-foxhop-net,20.47,14.95,10.67,48,58,healthy
1769181130,cammy-foxhop-net,48.81,45.06,32.77,292,308,healthy
1769181140,ai-foxhop-net,19.8,14.9,10.68,46,70,healthy
1769181140,cammy-foxhop-net,45.78,44.5,32.66,295,308,healthy
1769181146,ai-foxhop-net,22.78,15.6,10.93,38,69,healthy
