timestamp,pool_id,load1,load5,load15,available,total,status
1770574715,cammy-foxhop-net,0.65,0.93,1.16,292,292,healthy
1770574715,ai-foxhop-net,0.23,0.37,0.36,66,66,healthy
1770574721,cammy-foxhop-net,0.6,0.91,1.16,289,293,healthy
1770574721,ai-foxhop-net,0.53,0.43,0.38,66,66,healthy
1770574726,cammy-foxhop-net,1.59,1.11,1.22,292,292,healthy
1770574726,ai-foxhop-net,0.49,0.42,0.38,66,66,healthy
1770574731,cammy-foxhop-net,4.02,1.63,1.38,292,292,healthy
1770574731,ai-foxhop-net,0.45,0.41,0.38,66,66,healthy
1770574737,cammy-foxhop-net,3.7,1.6,1.38,292,292,healthy
1770574737,ai-foxhop-net,0.41,0.41,0.37,66,66,healthy
1770574742,cammy-foxhop-net,3.41,1.57,1.37,292,292,healthy
1770574742,ai-foxhop-net,0.38,0.4,0.37,66,66,healthy
1770574747,cammy-foxhop-net,3.13,1.54,1.36,292,292,healthy
1770574747,ai-foxhop-net,1.71,0.67,0.46,63,65,healthy
1770574753,cammy-foxhop-net,2.88,1.52,1.35,289,294,healthy
1770574753,ai-foxhop-net,4.22,1.21,0.64,63,65,healthy
1770574758,cammy-foxhop-net,4.01,1.78,1.44,284,295,healthy
1770574758,ai-foxhop-net,6.52,1.74,0.81,61,66,healthy
1770574764,cammy-foxhop-net,11.78,3.53,2.01,283,295,healthy
1770574764,ai-foxhop-net,9.46,2.51,1.07,60,64,healthy
1770574769,cammy-foxhop-net,17.24,4.8,2.43,282,295,healthy
1770574769,ai-foxhop-net,11.75,3.1,1.27,63,63,healthy
1770574775,cammy-foxhop-net,20.75,5.73,2.75,281,293,healthy
1770574775,ai-foxhop-net,11.85,3.26,1.33,63,63,healthy
1770574780,cammy-foxhop-net,23.09,6.46,3.0,282,291,healthy
1770574780,ai-foxhop-net,11.38,3.31,1.36,62,63,healthy
1770574786,cammy-foxhop-net,26.61,7.47,3.34,282,293,healthy
1770574786,ai-foxhop-net,10.71,3.3,1.37,63,63,healthy
1770574791,cammy-foxhop-net,30.16,8.53,3.71,282,292,healthy
1770574791,ai-foxhop-net,9.93,3.27,1.36,63,63,healthy
1770574796,cammy-foxhop-net,30.79,9.02,3.89,283,293,healthy
1770574796,ai-foxhop-net,9.14,3.21,1.36,63,63,healthy
1770574802,cammy-foxhop-net,32.01,9.63,4.12,283,289,healthy
1770574802,ai-foxhop-net,8.48,3.17,1.35,63,63,healthy
1770574808,cammy-foxhop-net,32.11,10.38,4.42,287,290,healthy
1770574808,ai-foxhop-net,7.72,3.18,1.38,62,63,healthy
1770574814,cammy-foxhop-net,32.1,10.74,4.57,285,290,healthy
1770574814,ai-foxhop-net,7.98,3.31,1.43,62,63,healthy
1770574821,cammy-foxhop-net,31.29,10.93,4.67,285,291,healthy
1770574821,ai-foxhop-net,7.99,3.39,1.47,62,63,healthy
1770574827,cammy-foxhop-net,30.79,11.16,4.78,286,290,healthy
1770574827,ai-foxhop-net,8.71,3.62,1.55,62,63,healthy
1770574833,cammy-foxhop-net,32.64,11.87,5.04,286,292,healthy
1770574833,ai-foxhop-net,8.09,3.58,1.55,63,63,healthy
1770574839,cammy-foxhop-net,30.73,12.16,5.21,288,290,healthy
1770574839,ai-foxhop-net,7.81,3.67,1.6,63,63,healthy
1770574844,cammy-foxhop-net,28.83,12.07,5.22,288,292,healthy
1770574844,ai-foxhop-net,9.03,3.99,1.71,62,63,healthy
1770574851,cammy-foxhop-net,28.36,12.25,5.31,283,293,healthy
1770574851,ai-foxhop-net,8.38,3.94,1.71,62,64,healthy
1770574856,cammy-foxhop-net,27.85,12.42,5.4,285,292,healthy
1770574856,ai-foxhop-net,8.19,3.98,1.73,62,64,healthy
1770574863,cammy-foxhop-net,29.31,12.97,5.62,283,293,healthy
1770574863,ai-foxhop-net,7.54,3.91,1.72,63,63,healthy
1770574869,cammy-foxhop-net,36.03,14.92,6.33,283,291,healthy
1770574869,ai-foxhop-net,10.2,4.59,1.97,63,63,healthy
1770574874,cammy-foxhop-net,36.19,15.31,6.5,281,293,healthy
1770574874,ai-foxhop-net,10.34,4.71,2.02,61,65,healthy
1770574880,cammy-foxhop-net,37.54,15.93,6.75,280,292,healthy
1770574880,ai-foxhop-net,14.48,5.66,2.35,57,64,healthy
1770574885,cammy-foxhop-net,39.17,16.63,7.03,282,294,healthy
1770574885,ai-foxhop-net,15.88,6.1,2.5,61,64,healthy
1770574890,cammy-foxhop-net,46.29,18.48,7.68,281,291,healthy
