timestamp,pool_id,load1,load5,load15,available,total,status
1769178419,ai-foxhop-net,0.27,0.5,1.66,68,68,healthy
1769178419,cammy-foxhop-net,0.71,1.21,5.51,309,309,healthy
1769178425,ai-foxhop-net,0.25,0.49,1.65,62,66,healthy
1769178425,cammy-foxhop-net,0.81,1.22,5.49,305,311,healthy
1769178431,ai-foxhop-net,1.67,0.78,1.74,62,66,healthy
1769178431,cammy-foxhop-net,2.11,1.48,5.56,305,309,healthy
1769178436,ai-foxhop-net,1.62,0.79,1.74,66,66,healthy
1769178436,cammy-foxhop-net,2.34,1.54,5.55,305,309,healthy
1769178442,ai-foxhop-net,1.49,0.78,1.73,66,66,healthy
1769178442,cammy-foxhop-net,3.83,1.86,5.64,309,309,healthy
1769178447,ai-foxhop-net,2.21,0.95,1.77,56,68,healthy
1769178447,cammy-foxhop-net,7.59,2.73,5.88,299,310,healthy
1769178453,ai-foxhop-net,4.6,1.46,1.94,54,64,healthy
1769178453,cammy-foxhop-net,11.39,3.6,6.14,297,311,healthy
1769178461,ai-foxhop-net,null,null,null,0,0,unhealthy
1769178461,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769178472,ai-foxhop-net,null,null,null,0,0,unhealthy
1769178472,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769178482,ai-foxhop-net,6.75,2.56,2.3,62,63,healthy
1769178482,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769178493,ai-foxhop-net,6.37,2.55,2.29,61,64,healthy
1769178493,cammy-foxhop-net,27.75,9.18,7.93,307,310,healthy
1769178498,ai-foxhop-net,8.66,3.09,2.47,57,64,healthy
1769178498,cammy-foxhop-net,25.77,9.08,7.91,305,312,healthy
1769178508,ai-foxhop-net,11.53,3.89,2.74,62,65,healthy
1769178508,cammy-foxhop-net,26.73,9.85,8.17,304,310,healthy
1769178513,ai-foxhop-net,11.33,3.98,2.77,64,65,healthy
1769178513,cammy-foxhop-net,26.6,10.1,8.26,305,311,healthy
1769178519,ai-foxhop-net,10.42,3.91,2.76,64,65,healthy
1769178519,cammy-foxhop-net,26.71,10.39,8.37,304,312,healthy
1769178525,ai-foxhop-net,10.15,3.96,2.78,56,64,healthy
1769178525,cammy-foxhop-net,25.85,10.49,8.41,300,313,healthy
1769178530,ai-foxhop-net,13.18,4.69,3.02,44,64,healthy
1769178530,cammy-foxhop-net,28.27,11.24,8.66,294,311,healthy
1769178536,ai-foxhop-net,13.18,4.69,3.02,44,64,healthy
1769178536,cammy-foxhop-net,31.37,12.17,8.98,292,310,healthy
1769178546,ai-foxhop-net,null,null,null,0,0,unhealthy
1769178546,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769178557,ai-foxhop-net,null,null,null,0,0,unhealthy
1769178557,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769178567,ai-foxhop-net,null,null,null,0,0,unhealthy
1769178567,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769178578,ai-foxhop-net,null,null,null,0,0,unhealthy
