timestamp,pool_id,load1,load5,load15,available,total,status
1769718040,cammy-foxhop-net,1.21,1.02,2.64,291,291,healthy
1769718040,ai-foxhop-net,2.18,0.84,1.46,65,65,healthy
1769718045,cammy-foxhop-net,1.99,1.18,2.68,287,291,healthy
1769718045,ai-foxhop-net,3.2,1.08,1.54,64,65,healthy
1769718051,cammy-foxhop-net,4.32,1.68,2.83,291,291,healthy
1769718051,ai-foxhop-net,2.95,1.06,1.53,65,65,healthy
1769718056,cammy-foxhop-net,4.13,1.69,2.83,291,291,healthy
1769718056,ai-foxhop-net,2.79,1.06,1.53,65,65,healthy
1769718062,cammy-foxhop-net,5.32,1.97,2.91,288,294,healthy
1769718062,ai-foxhop-net,2.73,1.08,1.53,64,65,healthy
1769718067,cammy-foxhop-net,8.5,2.69,3.14,285,294,healthy
1769718067,ai-foxhop-net,5.47,1.67,1.72,63,66,healthy
1769718073,cammy-foxhop-net,14.45,4.16,3.62,286,291,healthy
1769718073,ai-foxhop-net,null,null,null,0,0,unhealthy
1769718080,cammy-foxhop-net,15.94,4.64,3.77,284,293,healthy
1769718080,ai-foxhop-net,null,null,null,0,0,unhealthy
1769718085,cammy-foxhop-net,16.83,5.01,3.9,287,288,healthy
1769718085,ai-foxhop-net,null,null,null,0,0,unhealthy
1769718092,cammy-foxhop-net,16.84,5.21,3.97,282,290,healthy
1769718092,ai-foxhop-net,4.58,1.8,1.76,64,66,healthy
1769718097,cammy-foxhop-net,20.24,6.32,4.35,279,288,healthy
1769718097,ai-foxhop-net,4.51,1.87,1.79,64,66,healthy
1769718103,cammy-foxhop-net,20.86,6.68,4.47,280,289,healthy
1769718103,ai-foxhop-net,4.15,1.84,1.78,65,66,healthy
1769718109,cammy-foxhop-net,23.04,7.37,4.71,282,289,healthy
1769718109,ai-foxhop-net,3.81,1.81,1.77,65,66,healthy
1769718114,cammy-foxhop-net,23.91,7.81,4.87,285,289,healthy
1769718114,ai-foxhop-net,3.51,1.78,1.76,65,66,healthy
1769718120,cammy-foxhop-net,23.76,8.05,4.96,288,289,healthy
1769718120,ai-foxhop-net,3.23,1.75,1.75,65,66,healthy
1769718125,cammy-foxhop-net,22.02,7.95,4.94,288,289,healthy
1769718125,ai-foxhop-net,2.97,1.72,1.74,65,66,healthy
1769718131,cammy-foxhop-net,21.62,8.1,5.01,288,289,healthy
1769718131,ai-foxhop-net,2.89,1.73,1.74,65,66,healthy
1769718136,cammy-foxhop-net,20.53,8.1,5.02,288,289,healthy
1769718136,ai-foxhop-net,2.66,1.7,1.73,65,66,healthy
1769718142,cammy-foxhop-net,20.72,8.34,5.12,288,289,healthy
1769718142,ai-foxhop-net,2.45,1.67,1.72,65,66,healthy
1769718147,cammy-foxhop-net,21.23,8.65,5.24,288,289,healthy
1769718147,ai-foxhop-net,2.25,1.64,1.71,65,66,healthy
1769718153,cammy-foxhop-net,20.41,8.88,5.35,286,288,healthy
1769718153,ai-foxhop-net,3.24,1.88,1.79,64,66,healthy
1769718158,cammy-foxhop-net,22.38,9.48,5.56,285,289,healthy
1769718158,ai-foxhop-net,4.5,2.17,1.88,63,66,healthy
1769718164,cammy-foxhop-net,22.67,9.76,5.67,286,289,healthy
1769718164,ai-foxhop-net,4.94,2.3,1.93,63,65,healthy
1769718169,cammy-foxhop-net,23.89,10.23,5.85,285,290,healthy
1769718169,ai-foxhop-net,5.03,2.36,1.95,64,65,healthy
1769718175,cammy-foxhop-net,30.71,11.87,6.4,285,288,healthy
1769718175,ai-foxhop-net,4.79,2.35,1.95,61,67,healthy
1769718180,cammy-foxhop-net,30.97,12.23,6.55,286,288,healthy
1769718180,ai-foxhop-net,5.68,2.58,2.02,63,65,healthy
1769718186,cammy-foxhop-net,31.14,12.58,6.69,285,288,healthy
1769718186,ai-foxhop-net,6.51,2.8,2.1,62,65,healthy
1769718191,cammy-foxhop-net,30.72,12.8,6.79,282,290,healthy
1769718191,ai-foxhop-net,7.43,3.06,2.19,64,66,healthy
1769718197,cammy-foxhop-net,31.31,13.22,6.96,283,289,healthy
1769718197,ai-foxhop-net,7.4,3.12,2.21,64,65,healthy
1769718202,cammy-foxhop-net,32.26,14.01,7.28,287,289,healthy
1769718202,ai-foxhop-net,6.26,3.02,2.19,64,65,healthy
1769718208,cammy-foxhop-net,31.2,14.09,7.35,288,288,healthy
1769718208,ai-foxhop-net,5.92,3.0,2.19,64,65,healthy
1769718213,cammy-foxhop-net,29.66,14.05,7.37,287,288,healthy
1769718213,ai-foxhop-net,5.44,2.95,2.17,63,65,healthy
1769718219,cammy-foxhop-net,27.77,13.92,7.37,288,289,healthy
1769718219,ai-foxhop-net,5.73,3.05,2.21,65,66,healthy
1769718225,cammy-foxhop-net,28.02,14.2,7.49,286,289,healthy
1769718225,ai-foxhop-net,5.35,3.02,2.2,65,66,healthy
1769718230,cammy-foxhop-net,28.74,14.58,7.65,286,288,healthy
1769718230,ai-foxhop-net,5.0,2.98,2.2,65,67,healthy
1769718236,cammy-foxhop-net,27.88,14.64,7.71,288,288,healthy
1769718236,ai-foxhop-net,4.84,2.98,2.2,65,67,healthy
1769718241,cammy-foxhop-net,26.69,14.61,7.74,288,288,healthy
1769718241,ai-foxhop-net,4.53,2.95,2.19,64,67,healthy
1769718247,cammy-foxhop-net,24.63,14.39,7.7,288,288,healthy
1769718247,ai-foxhop-net,5.37,3.15,2.26,64,65,healthy
1769718252,cammy-foxhop-net,24.02,14.43,7.75,288,288,healthy
1769718252,ai-foxhop-net,6.3,3.38,2.34,64,66,healthy
1769718258,cammy-foxhop-net,21.36,14.17,7.74,287,288,healthy
1769718258,ai-foxhop-net,5.7,3.35,2.34,64,65,healthy
1769718263,cammy-foxhop-net,19.97,14.0,7.72,287,288,healthy
1769718263,ai-foxhop-net,6.45,3.55,2.41,63,66,healthy
1769718269,cammy-foxhop-net,19.09,13.92,7.72,287,288,healthy
1769718269,ai-foxhop-net,6.25,3.55,2.42,63,66,healthy
1769718274,cammy-foxhop-net,18.6,13.9,7.75,287,288,healthy
1769718274,ai-foxhop-net,5.83,3.51,2.41,64,65,healthy
1769718280,cammy-foxhop-net,17.83,13.82,7.76,287,288,healthy
1769718280,ai-foxhop-net,5.36,3.45,2.4,64,65,healthy
1769718285,cammy-foxhop-net,17.2,13.76,7.77,287,288,healthy
1769718285,ai-foxhop-net,5.01,3.41,2.39,65,66,healthy
1769718291,cammy-foxhop-net,16.31,13.63,7.76,288,288,healthy
1769718291,ai-foxhop-net,4.69,3.37,2.39,65,66,healthy
1769718296,cammy-foxhop-net,15.08,13.42,7.72,288,288,healthy
1769718296,ai-foxhop-net,4.31,3.32,2.37,65,66,healthy
