timestamp,pool_id,load1,load5,load15,available,total,status
1769280449,ai-foxhop-net,1.59,0.82,1.02,61,65,healthy
1769280449,cammy-foxhop-net,0.55,0.58,2.23,287,293,healthy
1769280455,ai-foxhop-net,3.3,1.19,1.14,60,64,healthy
1769280455,cammy-foxhop-net,3.63,1.21,2.43,286,292,healthy
1769280460,ai-foxhop-net,3.04,1.17,1.13,64,64,healthy
1769280460,cammy-foxhop-net,5.1,1.56,2.53,286,292,healthy
1769280465,ai-foxhop-net,2.96,1.18,1.14,64,64,healthy
1769280465,cammy-foxhop-net,5.1,1.56,2.53,286,292,healthy
1769280471,ai-foxhop-net,3.04,1.23,1.15,62,64,healthy
1769280471,cammy-foxhop-net,9.39,2.6,2.86,281,298,healthy
1769280477,ai-foxhop-net,2.88,1.22,1.15,62,64,healthy
1769280477,cammy-foxhop-net,10.48,2.93,2.97,284,292,healthy
1769280482,ai-foxhop-net,4.01,1.49,1.24,60,65,healthy
1769280482,cammy-foxhop-net,11.97,3.37,3.11,281,292,healthy
1769280488,ai-foxhop-net,5.69,1.88,1.37,56,66,healthy
1769280488,cammy-foxhop-net,14.53,4.04,3.33,278,293,healthy
1769280494,ai-foxhop-net,null,null,null,0,0,unhealthy
1769280494,cammy-foxhop-net,16.97,4.72,3.55,274,293,healthy
1769280499,ai-foxhop-net,8.04,2.52,1.58,61,64,healthy
1769280499,cammy-foxhop-net,22.42,6.3,4.08,274,289,healthy
1769280505,ai-foxhop-net,null,null,null,0,0,unhealthy
1769280505,cammy-foxhop-net,22.42,6.3,4.08,273,289,healthy
1769280511,ai-foxhop-net,null,null,null,0,0,unhealthy
1769280511,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769280517,ai-foxhop-net,null,null,null,0,0,unhealthy
1769280517,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769280523,ai-foxhop-net,null,null,null,0,0,unhealthy
1769280523,cammy-foxhop-net,null,null,null,0,0,unhealthy
1769280529,ai-foxhop-net,5.25,2.37,1.56,63,65,healthy
1769280529,cammy-foxhop-net,27.8,8.92,5.01,284,293,healthy
1769280534,ai-foxhop-net,4.52,2.31,1.55,64,65,healthy
1769280534,cammy-foxhop-net,27.16,9.4,5.21,283,293,healthy
1769280540,ai-foxhop-net,4.52,2.31,1.55,64,65,healthy
1769280540,cammy-foxhop-net,27.16,9.4,5.21,283,293,healthy
1769280545,ai-foxhop-net,4.28,2.33,1.57,63,65,healthy
1769280545,cammy-foxhop-net,28.24,10.23,5.52,283,293,healthy
